,,,bssid=08:5b:0e:e7:ef:17,
,,,,
wtp=2273,id=AP_ADM_CCHALL,base=08:5b:0e:e8:03:44,bssid=1a:5b:0e:e8:03:45,
,,,bssid=08:5b:0e:e8:03:45,
,,,bssid=1a:5b:0e:e8:03:4d,
,,,bssid=08:5b:0e:e8:03:4d,
,,,,
wtp=2274,id=AP_ADM_3333,base=90:6c:ac:92:56:ac,bssid=a2:6c:ac:92:56:ad,
,,,bssid=90:6c:ac:92:56:ad,
,,,bssid=a2:6c:ac:92:56:b5,
,,,bssid=90:6c:ac:92:56:b5,
,,,,
wtp=2275,id=AP_ADM_3310,base=90:6c:ac:92:b1:84,bssid=a2:6c:ac:92:b1:85,
,,,bssid=90:6c:ac:92:b1:85,
,,,bssid=a2:6c:ac:92:b1:8d,
,,,bssid=90:6c:ac:92:b1:8d,
,,,,
wtp=2276,id=AP_ADM_3109,base=90:6c:ac:92:d9:2c,bssid=a2:6c:ac:92:d9:2d,
,,,bssid=90:6c:ac:92:d9:2d,
,,,bssid=a2:6c:ac:92:d9:35,
,,,bssid=90:6c:ac:92:d9:35,
,,,,
wtp=2277,id=AP_ADM_3140,base=90:6c:ac:92:da:70,bssid=a2:6c:ac:92:da:71,
,,,bssid=90:6c:ac:92:da:71,
,,,bssid=a2:6c:ac:92:da:79,
,,,bssid=90:6c:ac:92:da:79,
,,,,
wtp=2278,id=AP_CCC_GYMSE,base=08:5b:0e:e7:ff:e4,bssid=1a:5b:0e:e7:ff:ed,
,,,bssid=08:5b:0e:e7:ff:ed,
,,,bssid=1a:5b:0e:e7:ff:e5,
,,,bssid=08:5b:0e:e7:ff:e5,
,,,,
wtp=2279,id=AP_ADM_CFO,base=90:6c:ac:92:d9:3e,bssid=90:6c:ac:92:d9:47,
,,,bssid=a2:6c:ac:92:d9:47,
,,,bssid=90:6c:ac:92:d9:3f,
,,,bssid=a2:6c:ac:92:d9:3f,
,,,,
wtp=2281,id=AP_CCC_WGTRM,base=08:5b:0e:e8:07:34,bssid=1a:5b:0e:e8:07:35,
,,,bssid=08:5b:0e:e8:07:35,
,,,bssid=1a:5b:0e:e8:07:3d,
,,,bssid=08:5b:0e:e8:07:3d,
,,,,
wtp=2282,id=AP_CCC_HOF,base=08:5b:0e:e7:f3:cc,bssid=1a:5b:0e:e7:f3:cd,
,,,bssid=08:5b:0e:e7:f3:cd,
,,,bssid=1a:5b:0e:e7:f3:d5,
,,,bssid=08:5b:0e:e7:f3:d5,
,,,,
wtp=2283,id=AP_CLA_2205,base=08:5b:0e:e8:3d:10,bssid=1a:5b:0e:e8:3d:11,
,,,bssid=08:5b:0e:e8:3d:11,
,,,bssid=1a:5b:0e:e8:3d:19,
,,,bssid=08:5b:0e:e8:3d:19,
,,,,
wtp=2284,id=AP_CLA_2132,base=08:5b:0e:e8:3a:f4,bssid=1a:5b:0e:e8:3a:f5,
,,,bssid=08:5b:0e:e8:3a:f5,
,,,bssid=1a:5b:0e:e8:3a:fd,
,,,bssid=08:5b:0e:e8:3a:fd,
,,,,
wtp=2285,id=AP_CLA_2103,base=08:5b:0e:e8:3e:42,bssid=1a:5b:0e:e8:3e:43,
,,,bssid=08:5b:0e:e8:3e:43,
,,,bssid=1a:5b:0e:e8:3e:4b,
,,,bssid=08:5b:0e:e8:3e:4b,
,,,,
wtp=2286,id=AP_ADM_3321,base=90:6c:ac:92:b1:3c,bssid=a2:6c:ac:92:b1:45,
,,,bssid=90:6c:ac:92:b1:45,
,,,bssid=a2:6c:ac:92:b1:3d,
,,,bssid=90:6c:ac:92:b1:3d,
,,,,
wtp=2287,id=AP_ADM_3302,base=90:6c:ac:92:b0:9a,bssid=90:6c:ac:92:b0:a3,
,,,bssid=a2:6c:ac:92:b0:a3,
,,,bssid=90:6c:ac:92:b0:9b,
,,,bssid=a2:6c:ac:92:b0:9b,
,,,,
wtp=2288,id=AP_ADM_3304,base=90:6c:ac:92:bf:70,bssid=a2:6c:ac:92:bf:71,
,,,bssid=90:6c:ac:92:bf:71,
,,,bssid=a2:6c:ac:92:bf:79,
,,,bssid=90:6c:ac:92:bf:79,
,,,,
wtp=2289,id=AP_CAPE_1,base=08:5b:0e:e7:f5:46,bssid=1a:5b:0e:e7:f5:4f,
,,,bssid=08:5b:0e:e7:f5:4f,
,,,bssid=1a:5b:0e:e7:f5:47,
,,,bssid=08:5b:0e:e7:f5:47,
,,,,
wtp=2290,id=AP_CLA_2101,base=08:5b:0e:e8:0e:ba,bssid=1a:5b:0e:e8:0e:bb,
,,,bssid=08:5b:0e:e8:0e:bb,
,,,bssid=1a:5b:0e:e8:0e:c3,
,,,bssid=08:5b:0e:e8:0e:c3,
,,,,
wtp=2291,id=AP_CHAP_HVAC,base=08:5b:0e:e8:0d:88,bssid=1a:5b:0e:e8:0d:91,
,,,bssid=08:5b:0e:e8:0d:91,
,,,bssid=1a:5b:0e:e8:0d:89,
,,,bssid=08:5b:0e:e8:0d:89,
,,,,
wtp=2292,id=AP_CCC_VBALL,base=90:6c:ac:92:6e:16,bssid=90:6c:ac:92:6e:17,
,,,bssid=a2:6c:ac:92:6e:17,
,,,bssid=90:6c:ac:92:6e:1f,
,,,bssid=a2:6c:ac:92:6e:1f,
,,,,
wtp=2293,id=AP_ADM_3207,base=90:6c:ac:92:8d:cc,bssid=a2:6c:ac:92:8d:cd,
,,,bssid=90:6c:ac:92:8d:cd,
,,,bssid=a2:6c:ac:92:8d:d5,
,,,bssid=90:6c:ac:92:8d:d5,
,,,,
wtp=2295,id=AP_CLA_2201,base=08:5b:0e:e8:3c:fe,bssid=1a:5b:0e:e8:3c:ff,
,,,bssid=08:5b:0e:e8:3c:ff,
,,,bssid=1a:5b:0e:e8:3d:07,
,,,bssid=08:5b:0e:e8:3d:07,
,,,,
wtp=2296,id=AP_ADM_3117,base=90:6c:ac:92:d9:bc,bssid=a2:6c:ac:92:d9:c5,
,,,bssid=90:6c:ac:92:d9:c5,
,,,bssid=a2:6c:ac:92:d9:bd,
,,,bssid=90:6c:ac:92:d9:bd,
,,,,
wtp=2298,id=AP_CAPE_2,base=08:5b:0e:e8:0f:da,bssid=1a:5b:0e:e8:0f:db,
,,,bssid=08:5b:0e:e8:0f:db,
,,,bssid=1a:5b:0e:e8:0f:e3,
,,,bssid=08:5b:0e:e8:0f:e3,
,,,,
wtp=2302,id=AP_ADM_COMMONS,base=90:6c:ac:93:b0:66,bssid=90:6c:ac:93:b0:67,
,,,bssid=b2:6c:ac:93:b0:67,
,,,bssid=a2:6c:ac:93:b0:67,
,,,bssid=90:6c:ac:93:b0:6f,
,,,bssid=b2:6c:ac:93:b0:6f,
,,,bssid=a2:6c:ac:93:b0:6f,
,,,,
wtp=2303,id=AP_CLA_2203,base=08:5b:0e:e8:3b:06,bssid=1a:5b:0e:e8:3b:07,
,,,bssid=08:5b:0e:e8:3b:07,
,,,bssid=1a:5b:0e:e8:3b:0f,
,,,bssid=08:5b:0e:e8:3b:0f,
,,,,
wtp=2304,id=AP_GR_LL1,base=08:5b:0e:e8:3c:6e,bssid=1a:5b:0e:e8:3c:77,
,,,bssid=08:5b:0e:e8:3c:77,
,,,bssid=2a:5b:0e:e8:3c:77,
,,,bssid=1a:5b:0e:e8:3c:6f,
,,,bssid=08:5b:0e:e8:3c:6f,
,,,bssid=2a:5b:0e:e8:3c:6f,
,,,,
wtp=2305,id=AP_ADM_VILLA,base=90:6c:ac:92:8e:5c,bssid=b2:6c:ac:92:8e:65,
,,,bssid=a2:6c:ac:92:8e:65,
,,,bssid=90:6c:ac:92:8e:65,
,,,bssid=b2:6c:ac:92:8e:5d,
,,,bssid=a2:6c:ac:92:8e:5d,
,,,bssid=90:6c:ac:92:8e:5d,
,,,,
wtp=2306,id=AP_SCI_417,base=08:5b:0e:e8:05:f0,bssid=1a:5b:0e:e8:05:f1,
,,,bssid=08:5b:0e:e8:05:f1,
,,,bssid=1a:5b:0e:e8:05:f9,
,,,bssid=08:5b:0e:e8:05:f9,
,,,,
wtp=2307,id=AP_SCI_108,base=08:5b:0e:e8:10:7c,bssid=1a:5b:0e:e8:10:7d,
,,,bssid=08:5b:0e:e8:10:7d,
,,,bssid=1a:5b:0e:e8:10:85,
,,,bssid=08:5b:0e:e8:10:85,
,,,,
wtp=2308,id=AP_LIB_1204,base=08:5b:0e:e7:ff:42,bssid=1a:5b:0e:e7:ff:4b,
,,,bssid=08:5b:0e:e7:ff:4b,
,,,bssid=1a:5b:0e:e7:ff:43,
,,,bssid=08:5b:0e:e7:ff:43,
,,,,
wtp=2310,id=AP_LIB_136,base=08:5b:0e:e8:05:de,bssid=1a:5b:0e:e8:05:df,
,,,bssid=08:5b:0e:e8:05:df,
,,,bssid=1a:5b:0e:e8:05:e7,
,,,bssid=08:5b:0e:e8:05:e7,
,,,,
wtp=2311,id=AP_LIB_125,base=08:5b:0e:e7:f3:de,bssid=1a:5b:0e:e7:f3:e7,
,,,bssid=08:5b:0e:e7:f3:e7,
,,,bssid=1a:5b:0e:e7:f3:df,
,,,bssid=08:5b:0e:e7:f3:df,
,,,,
wtp=2312,id=AP_GR_PB,base=08:5b:0e:e8:05:a8,bssid=1a:5b:0e:e8:05:b1,
,,,bssid=08:5b:0e:e8:05:b1,
,,,bssid=1a:5b:0e:e8:05:a9,
,,,bssid=08:5b:0e:e8:05:a9,
,,,,
wtp=2313,id=AP_LIB_105,base=08:5b:0e:e7:f4:4a,bssid=1a:5b:0e:e7:f4:4b,
,,,bssid=08:5b:0e:e7:f4:4b,
,,,bssid=1a:5b:0e:e7:f4:53,
,,,bssid=08:5b:0e:e7:f4:53,
,,,,
wtp=2314,id=AP_LIB_DCR,base=08:5b:0e:e8:00:62,bssid=1a:5b:0e:e8:00:63,
,,,bssid=08:5b:0e:e8:00:63,
,,,bssid=1a:5b:0e:e8:00:6b,
,,,bssid=08:5b:0e:e8:00:6b,
,,,,
wtp=2315,id=AP_SCI_118,base=08:5b:0e:e8:0f:02,bssid=1a:5b:0e:e8:0f:03,
,,,bssid=08:5b:0e:e8:0f:03,
,,,bssid=1a:5b:0e:e8:0f:0b,
,,,bssid=08:5b:0e:e8:0f:0b,
,,,,
wtp=2316,id=AP_LIB_219,base=90:6c:ac:92:56:40,bssid=a2:6c:ac:92:56:41,
,,,bssid=90:6c:ac:92:56:41,
,,,bssid=a2:6c:ac:92:56:49,
,,,bssid=90:6c:ac:92:56:49,
,,,,
wtp=2317,id=AP_OBS_1,base=08:5b:0e:e8:06:a4,bssid=1a:5b:0e:e8:06:a5,
,,,bssid=08:5b:0e:e8:06:a5,
,,,bssid=1a:5b:0e:e8:06:ad,
,,,bssid=08:5b:0e:e8:06:ad,
,,,,
wtp=2318,id=AP_SCI_415,base=08:5b:0e:e8:0d:76,bssid=1a:5b:0e:e8:0d:77,
,,,bssid=08:5b:0e:e8:0d:77,
,,,bssid=1a:5b:0e:e8:0d:7f,
,,,bssid=08:5b:0e:e8:0d:7f,
,,,,
wtp=2319,id=AP_SC_CompLab,base=90:6c:ac:92:6d:3e,bssid=90:6c:ac:92:6d:47,
,,,bssid=a2:6c:ac:92:6d:47,
,,,bssid=90:6c:ac:92:6d:3f,
,,,bssid=a2:6c:ac:92:6d:3f,
,,,,
wtp=2321,id=AP_LIB_307,base=90:6c:ac:92:6f:36,bssid=90:6c:ac:92:6f:37,
,,,bssid=a2:6c:ac:92:6f:37,
,,,bssid=90:6c:ac:92:6f:3f,
,,,bssid=a2:6c:ac:92:6f:3f,
,,,,
wtp=2323,id=AP_LIB_1203_THEATER,base=08:5b:0e:e8:06:5c,bssid=1a:5b:0e:e8:06:5d,
,,,bssid=08:5b:0e:e8:06:5d,
,,,bssid=1a:5b:0e:e8:06:65,
,,,bssid=08:5b:0e:e8:06:65,
,,,,
wtp=2324,id=AP_LIB_215,base=08:5b:0e:e7:fe:22,bssid=1a:5b:0e:e7:fe:2b,
,,,bssid=08:5b:0e:e7:fe:2b,
,,,bssid=1a:5b:0e:e7:fe:23,
,,,bssid=08:5b:0e:e7:fe:23,
,,,,
wtp=2325,id=AP_GR_LL2,base=08:5b:0e:e8:3d:e8,bssid=2a:5b:0e:e8:3d:f1,
,,,bssid=1a:5b:0e:e8:3d:f1,
,,,bssid=08:5b:0e:e8:3d:f1,
,,,bssid=2a:5b:0e:e8:3d:e9,
,,,bssid=1a:5b:0e:e8:3d:e9,
,,,bssid=08:5b:0e:e8:3d:e9,
,,,,
wtp=2327,id=AP_LIB_315,base=90:6c:ac:92:6e:82,bssid=90:6c:ac:92:6e:83,
,,,bssid=a2:6c:ac:92:6e:83,
,,,bssid=90:6c:ac:92:6e:8b,
,,,bssid=a2:6c:ac:92:6e:8b,
,,,,
wtp=2328,id=AP_SC_115,base=90:6c:ac:92:56:88,bssid=a2:6c:ac:92:56:89,
,,,bssid=90:6c:ac:92:56:89,
,,,bssid=a2:6c:ac:92:56:91,
,,,bssid=90:6c:ac:92:56:91,
,,,,
wtp=2329,id=AP_LIB_137,base=08:5b:0e:e8:0f:14,bssid=1a:5b:0e:e8:0f:15,
,,,bssid=08:5b:0e:e8:0f:15,
,,,bssid=1a:5b:0e:e8:0f:1d,
,,,bssid=08:5b:0e:e8:0f:1d,
,,,,
wtp=2330,id=AP_SCI_101,base=08:5b:0e:e8:07:c4,bssid=1a:5b:0e:e8:07:c5,
,,,bssid=08:5b:0e:e8:07:c5,
,,,bssid=1a:5b:0e:e8:07:cd,
,,,bssid=08:5b:0e:e8:07:cd,
,,,,
wtp=2332,id=AP_SCI_226,base=08:5b:0e:e8:0e:a8,bssid=1a:5b:0e:e8:0e:b1,
,,,bssid=08:5b:0e:e8:0e:b1,
,,,bssid=1a:5b:0e:e8:0e:a9,
,,,bssid=08:5b:0e:e8:0e:a9,
,,,,
wtp=2333,id=AP_LIB_317,base=90:6c:ac:92:6f:5a,bssid=90:6c:ac:92:6f:63,
,,,bssid=a2:6c:ac:92:6f:63,
,,,bssid=90:6c:ac:92:6f:5b,
,,,bssid=a2:6c:ac:92:6f:5b,
,,,,
wtp=2334,id=AP_SCI_210,base=08:5b:0e:e7:fa:8c,bssid=1a:5b:0e:e7:fa:8d,
,,,bssid=08:5b:0e:e7:fa:8d,
,,,bssid=1a:5b:0e:e7:fa:95,
,,,bssid=08:5b:0e:e7:fa:95,
,,,,
wtp=2335,id=AP_SCI_107,base=08:5b:0e:e8:11:0c,bssid=1a:5b:0e:e8:11:15,
,,,bssid=08:5b:0e:e8:11:15,
,,,bssid=1a:5b:0e:e8:11:0d,
,,,bssid=08:5b:0e:e8:11:0d,
,,,,
wtp=2336,id=AP_SCI_120,base=08:5b:0e:e7:fb:76,bssid=1a:5b:0e:e7:fb:7f,
,,,bssid=08:5b:0e:e7:fb:7f,
,,,bssid=1a:5b:0e:e7:fb:77,
,,,bssid=08:5b:0e:e7:fb:77,
,,,,
wtp=2337,id=AP_SCI_212,base=08:5b:0e:e8:0d:d0,bssid=1a:5b:0e:e8:0d:d1,
,,,bssid=08:5b:0e:e8:0d:d1,
,,,bssid=1a:5b:0e:e8:0d:d9,
,,,bssid=08:5b:0e:e8:0d:d9,
,,,,
wtp=2338,id=AP_SCI_408,base=08:5b:0e:e8:0e:4e,bssid=1a:5b:0e:e8:0e:57,
,,,bssid=08:5b:0e:e8:0e:57,
,,,bssid=1a:5b:0e:e8:0e:4f,
,,,bssid=08:5b:0e:e8:0e:4f,
,,,,
wtp=2339,id=AP_SCI_224A,base=08:5b:0e:e8:06:6e,bssid=1a:5b:0e:e8:06:77,
,,,bssid=08:5b:0e:e8:06:77,
,,,bssid=1a:5b:0e:e8:06:6f,
,,,bssid=08:5b:0e:e8:06:6f,
,,,,
wtp=2340,id=AP_SC_Steig,base=90:6c:ac:93:b0:c0,bssid=a2:6c:ac:93:b0:c1,
,,,bssid=90:6c:ac:93:b0:c1,
,,,bssid=a2:6c:ac:93:b0:c9,
,,,bssid=90:6c:ac:93:b0:c9,
,,,,
wtp=2341,id=AP_ADM_3123,base=90:6c:ac:92:8e:14,bssid=a2:6c:ac:92:8e:15,
,,,bssid=90:6c:ac:92:8e:15,
,,,bssid=a2:6c:ac:92:8e:1d,
,,,bssid=90:6c:ac:92:8e:1d,
,,,,
wtp=2342,id=AP_ADM_3262,base=90:6c:ac:92:b1:60,bssid=a2:6c:ac:92:b1:61,
,,,bssid=90:6c:ac:92:b1:61,
,,,bssid=a2:6c:ac:92:b1:69,
,,,bssid=90:6c:ac:92:b1:69,
,,,,
wtp=2343,id=AP_ADM_ADMISSIONS,base=90:6c:ac:92:8e:38,bssid=a2:6c:ac:92:8e:41,
,,,bssid=90:6c:ac:92:8e:41,
,,,bssid=a2:6c:ac:92:8e:39,
,,,bssid=90:6c:ac:92:8e:39,
,,,,
wtp=2344,id=AP_CCC_GYMNE,base=08:5b:0e:e8:0f:80,bssid=1a:5b:0e:e8:0f:81,
,,,bssid=08:5b:0e:e8:0f:81,
,,,bssid=1a:5b:0e:e8:0f:89,
,,,bssid=08:5b:0e:e8:0f:89,
,,,,
wtp=2345,id=AP_CCC_GYMNW,base=08:5b:0e:e8:3e:1e,bssid=1a:5b:0e:e8:3e:1f,
,,,bssid=08:5b:0e:e8:3e:1f,
,,,bssid=1a:5b:0e:e8:3e:27,
,,,bssid=08:5b:0e:e8:3e:27,
,,,,
wtp=2346,id=AP_CCC_UL,base=08:5b:0e:e8:08:ae,bssid=1a:5b:0e:e8:08:b7,
,,,bssid=08:5b:0e:e8:08:b7,
,,,bssid=1a:5b:0e:e8:08:af,
,,,bssid=08:5b:0e:e8:08:af,
,,,,
wtp=2347,id=AP_CLA_2125,base=08:5b:0e:e8:0e:84,bssid=1a:5b:0e:e8:0e:85,
,,,bssid=08:5b:0e:e8:0e:85,
,,,bssid=1a:5b:0e:e8:0e:8d,
,,,bssid=08:5b:0e:e8:0e:8d,
,,,,
wtp=2348,id=AP_CCC_TRAIN,base=08:5b:0e:e8:06:fe,bssid=1a:5b:0e:e8:06:ff,
,,,bssid=08:5b:0e:e8:06:ff,
,,,bssid=1a:5b:0e:e8:07:07,
,,,bssid=08:5b:0e:e8:07:07,
,,,,
wtp=2349,id=AP_SCI_216,base=08:5b:0e:e8:03:32,bssid=1a:5b:0e:e8:03:33,
,,,bssid=08:5b:0e:e8:03:33,
,,,bssid=1a:5b:0e:e8:03:3b,
,,,bssid=08:5b:0e:e8:03:3b,
,,,,
wtp=2350,id=AP_SCI_302,base=08:5b:0e:e8:03:b0,bssid=1a:5b:0e:e8:03:b1,
,,,bssid=08:5b:0e:e8:03:b1,
,,,bssid=1a:5b:0e:e8:03:b9,
,,,bssid=08:5b:0e:e8:03:b9,
,,,,
wtp=2352,id=AP_SCI_403,base=08:5b:0e:e8:12:1a,bssid=1a:5b:0e:e8:12:1b,
,,,bssid=08:5b:0e:e8:12:1b,
,,,bssid=1a:5b:0e:e8:12:23,
,,,bssid=08:5b:0e:e8:12:23,
,,,,
wtp=2353,id=AP_SCI_401,base=08:5b:0e:e8:10:e8,bssid=1a:5b:0e:e8:10:f1,
,,,bssid=08:5b:0e:e8:10:f1,
,,,bssid=1a:5b:0e:e8:10:e9,
,,,bssid=08:5b:0e:e8:10:e9,
,,,,
wtp=2354,id=AP_SCI_306,base=08:5b:0e:e8:03:56,bssid=1a:5b:0e:e8:03:57,
,,,bssid=08:5b:0e:e8:03:57,
,,,bssid=1a:5b:0e:e8:03:5f,
,,,bssid=08:5b:0e:e8:03:5f,
,,,,
wtp=2355,id=AP_SCI_319,base=08:5b:0e:e7:fe:46,bssid=1a:5b:0e:e7:fe:4f,
,,,bssid=08:5b:0e:e7:fe:4f,
,,,bssid=1a:5b:0e:e7:fe:47,
,,,bssid=08:5b:0e:e7:fe:47,
,,,,
wtp=2356,id=AP_SCI_314,base=08:5b:0e:e7:ef:04,bssid=1a:5b:0e:e7:ef:0d,
,,,bssid=08:5b:0e:e7:ef:0d,
,,,bssid=1a:5b:0e:e7:ef:05,
,,,bssid=08:5b:0e:e7:ef:05,
,,,,
wtp=2357,id=AP_SCI_310,base=08:5b:0e:e8:03:20,bssid=1a:5b:0e:e8:03:21,
,,,bssid=08:5b:0e:e8:03:21,
,,,bssid=1a:5b:0e:e8:03:29,
,,,bssid=08:5b:0e:e8:03:29,
,,,,
wtp=2359,id=AP_ADM_3308,base=90:6c:ac:92:b0:be,bssid=90:6c:ac:92:b0:c7,
,,,bssid=a2:6c:ac:92:b0:c7,
,,,bssid=90:6c:ac:92:b0:bf,
,,,bssid=a2:6c:ac:92:b0:bf,
,,,,
wtp=2364,id=AP_LIB_103,base=08:5b:0e:e7:fd:a4,bssid=2a:5b:0e:e7:fd:ad,
,,,bssid=1a:5b:0e:e7:fd:ad,
,,,bssid=08:5b:0e:e7:fd:ad,
,,,bssid=2a:5b:0e:e7:fd:a5,
,,,bssid=1a:5b:0e:e7:fd:a5,
,,,bssid=08:5b:0e:e7:fd:a5,
,,,,
wtp=2375,id=AP_PAL_1,base=08:5b:0e:e8:02:ea,bssid=1a:5b:0e:e8:02:f3,
,,,bssid=08:5b:0e:e8:02:f3,
,,,bssid=1a:5b:0e:e8:02:eb,
,,,bssid=08:5b:0e:e8:02:eb,
,,,,
wtp=2378,id=AP_ADM_3305,base=08:5b:0e:f3:4f:e8,bssid=08:5b:0e:f3:4f:f1,
,,,bssid=08:5b:0e:f3:4f:e9,
,,,,
wtp=2390,id=AP_LIB_316,base=90:6c:ac:92:6e:5e,bssid=90:6c:ac:92:6e:67,
,,,bssid=a2:6c:ac:92:6e:67,
,,,bssid=90:6c:ac:92:6e:5f,
,,,bssid=a2:6c:ac:92:6e:5f,
,,,,
wtp=2392,id=AP_SEHEALTH_LL,base=70:4c:a5:91:92:a8,bssid=70:4c:a5:91:92:b1,
,,,bssid=70:4c:a5:91:92:b0,
,,,bssid=70:4c:a5:91:92:b9,
,,,bssid=70:4c:a5:91:92:b8,
,,,,
wtp=2394,id=AP_SEHEALTH_UL,base=70:4c:a5:91:92:d8,bssid=70:4c:a5:91:92:e1,
,,,bssid=70:4c:a5:91:92:e0,
,,,bssid=70:4c:a5:91:92:e9,
,,,bssid=70:4c:a5:91:92:e8,
